order_id,date,supplier,category,warehouse,order_qty,unit_cost,order_value,lead_time_days,expected_lead_days,on_time_delivery,defect_qty,defect_rate
ORD0771,2025-10-05,ColdChain Dairy,Dairy,Dandenong,136,4.2,579.02,1,1,1,2,0.02
ORD0772,2025-09-29,FreshFarm Co,Produce,Tullamarine,495,3.5,1716.68,2,2,1,9,0.09
ORD0773,2025-07-04,VicGreens,Produce,Laverton,59,3.5,214.04,2,2,1,9,0.09
ORD0774,2025-10-06,ColdChain Dairy,Dairy,Dandenong,487,4.2,2028.64,1,1,1,4,0.04
ORD0775,2025-11-06,GrocerPlus,Snacks,Laverton,84,2.1,172.64,6,5,1,2,0.02
ORD0776,2025-09-03,FreshFarm Co,Produce,Laverton,194,3.5,656.75,2,2,0,11,0.11
ORD0777,2025-08-31,SnackHouse,Snacks,Laverton,362,2.1,730.47,6,5,1,0,0.0
ORD0778,2025-08-11,SeaFresh,Frozen,Dandenong,71,6.5,466.91,5,3,0,5,0.05
ORD0779,2025-11-21,VicGreens,Produce,Dandenong,241,3.5,843.66,1,2,1,10,0.1
ORD0780,2025-08-10,Pacific Produce,Produce,Tullamarine,182,3.5,605.93,3,2,1,11,0.11
ORD0781,2025-09-05,Aussie Meats,Meat,Dandenong,211,12.0,2541.75,2,2,1,13,0.13
ORD0782,2025-10-13,DrinksCo,Beverages,Tullamarine,485,1.9,954.44,5,4,1,2,0.02
ORD0783,2025-10-01,DrinksCo,Beverages,Dandenong,336,1.9,621.93,5,4,1,2,0.02
ORD0784,2025-09-18,DrinksCo,Beverages,Tullamarine,110,1.9,211.94,4,4,0,2,0.02
ORD0785,2025-09-06,GrocerPlus,Snacks,Tullamarine,399,2.1,850.83,6,5,0,1,0.01
ORD0786,2025-08-09,ColdChain Dairy,Dairy,Tullamarine,264,4.2,1118.49,1,1,1,2,0.02
ORD0787,2025-07-10,Pacific Produce,Produce,Dandenong,220,3.5,772.26,2,2,1,12,0.12
ORD0788,2025-08-11,BakeryDirect,Bakery,Tullamarine,301,2.8,823.42,1,1,1,4,0.04
ORD0789,2025-09-25,DrinksCo,Beverages,Tullamarine,292,1.9,530.64,6,4,0,2,0.02
ORD0790,2025-08-15,VicGreens,Produce,Tullamarine,260,3.5,932.68,1,2,1,6,0.06
ORD0791,2025-07-10,FreshFarm Co,Produce,Laverton,79,3.5,271.96,1,2,1,8,0.08
ORD0792,2025-11-06,GrocerPlus,Snacks,Tullamarine,272,2.1,577.81,7,5,0,1,0.01
ORD0793,2025-09-16,Pacific Produce,Produce,Tullamarine,365,3.5,1236.3,2,2,1,12,0.12
ORD0794,2025-07-15,ColdChain Dairy,Dairy,Dandenong,299,4.2,1193.25,1,1,0,3,0.03
ORD0795,2025-11-09,ColdChain Dairy,Dairy,Tullamarine,356,4.2,1543.88,1,1,0,4,0.04
ORD0796,2025-09-21,Aussie Meats,Meat,Tullamarine,238,12.0,2814.13,1,2,1,5,0.05
ORD0797,2025-08-02,SnackHouse,Snacks,Dandenong,322,2.1,699.57,6,5,0,1,0.01
ORD0798,2025-11-24,SnackHouse,Snacks,Tullamarine,222,2.1,450.59,4,5,1,5,0.05
ORD0799,2025-07-22,SnackHouse,Snacks,Tullamarine,457,2.1,939.34,5,5,1,0,0.0
ORD0800,2025-08-05,SeaFresh,Frozen,Tullamarine,441,6.5,3007.37,4,3,1,6,0.06
ORD0801,2025-11-01,FreshFarm Co,Produce,Tullamarine,127,3.5,426.83,3,2,1,9,0.09
ORD0802,2025-08-21,Pacific Produce,Produce,Laverton,323,3.5,1167.78,3,2,1,6,0.06
ORD0803,2025-06-11,Pacific Produce,Produce,Tullamarine,342,3.5,1195.14,2,2,1,9,0.09
ORD0804,2025-06-23,SeaFresh,Frozen,Dandenong,382,6.5,2526.27,4,3,1,11,0.11
ORD0805,2025-08-02,Aussie Meats,Meat,Tullamarine,490,12.0,5865.08,1,2,1,6,0.06
ORD0806,2025-08-30,Pacific Produce,Produce,Tullamarine,376,3.5,1307.6,4,2,0,11,0.11
ORD0807,2025-07-17,BakeryDirect,Bakery,Tullamarine,281,2.8,808.38,1,1,1,1,0.01
ORD0808,2025-09-20,Pacific Produce,Produce,Laverton,422,3.5,1444.32,3,2,1,10,0.1
ORD0809,2025-09-16,VicGreens,Produce,Laverton,64,3.5,214.65,2,2,1,12,0.12
ORD0810,2025-08-01,BakeryDirect,Bakery,Dandenong,86,2.8,244.46,1,1,0,3,0.03
ORD0811,2025-11-19,GrocerPlus,Snacks,Laverton,298,2.1,608.89,8,5,0,3,0.03
ORD0812,2025-10-23,ColdChain Dairy,Dairy,Laverton,361,4.2,1539.04,1,1,1,2,0.02
ORD0813,2025-09-19,FreshFarm Co,Produce,Laverton,290,3.5,1032.21,2,2,1,9,0.09
ORD0814,2025-08-07,FreshFarm Co,Produce,Laverton,201,3.5,700.87,4,2,0,12,0.12
ORD0815,2025-08-27,FreshFarm Co,Produce,Tullamarine,250,3.5,911.65,1,2,1,10,0.1
ORD0816,2025-10-08,ColdChain Dairy,Dairy,Dandenong,481,4.2,1948.07,2,1,1,3,0.03
ORD0817,2025-06-02,FreshFarm Co,Produce,Tullamarine,168,3.5,586.03,1,2,0,3,0.03
ORD0818,2025-08-30,Pacific Produce,Produce,Dandenong,334,3.5,1217.53,3,2,1,17,0.17
ORD0819,2025-06-22,ColdChain Dairy,Dairy,Dandenong,413,4.2,1657.17,1,1,1,4,0.04
ORD0820,2025-07-27,SnackHouse,Snacks,Dandenong,475,2.1,1012.64,6,5,0,4,0.04
ORD0821,2025-06-29,SeaFresh,Frozen,Dandenong,152,6.5,1027.91,4,3,1,6,0.06
ORD0822,2025-09-17,SeaFresh,Frozen,Laverton,410,6.5,2766.31,5,3,0,6,0.06
ORD0823,2025-08-27,GrocerPlus,Snacks,Dandenong,53,2.1,112.18,7,5,0,4,0.04
ORD0824,2025-07-12,DrinksCo,Beverages,Tullamarine,348,1.9,664.73,3,4,1,1,0.01
ORD0825,2025-11-14,Pacific Produce,Produce,Dandenong,106,3.5,370.41,2,2,1,10,0.1
ORD0826,2025-11-05,FreshFarm Co,Produce,Tullamarine,419,3.5,1398.67,2,2,1,9,0.09
ORD0827,2025-06-09,Pacific Produce,Produce,Laverton,105,3.5,370.33,1,2,1,11,0.11
ORD0828,2025-08-07,FreshFarm Co,Produce,Laverton,53,3.5,194.68,2,2,1,8,0.08
ORD0829,2025-07-26,Pacific Produce,Produce,Dandenong,212,3.5,729.18,2,2,1,3,0.03
ORD0830,2025-10-24,Aussie Meats,Meat,Dandenong,360,12.0,4383.3,2,2,1,9,0.09
ORD0831,2025-10-29,FreshFarm Co,Produce,Laverton,116,3.5,398.33,2,2,1,4,0.04
ORD0832,2025-09-16,VicGreens,Produce,Dandenong,397,3.5,1343.65,2,2,1,11,0.11
ORD0833,2025-11-16,ColdChain Dairy,Dairy,Tullamarine,68,4.2,284.59,1,1,1,2,0.02
ORD0834,2025-06-05,Pacific Produce,Produce,Tullamarine,301,3.5,1066.47,1,2,1,9,0.09
ORD0835,2025-11-29,FreshFarm Co,Produce,Dandenong,361,3.5,1308.51,1,2,0,9,0.09
ORD0836,2025-06-15,FreshFarm Co,Produce,Laverton,235,3.5,843.69,2,2,1,7,0.07
ORD0837,2025-10-09,VicGreens,Produce,Laverton,64,3.5,227.15,2,2,0,7,0.07
ORD0838,2025-10-12,Aussie Meats,Meat,Tullamarine,149,12.0,1744.42,2,2,1,7,0.07
ORD0839,2025-07-28,FreshFarm Co,Produce,Laverton,458,3.5,1664.88,3,2,1,7,0.07
ORD0840,2025-08-20,ColdChain Dairy,Dairy,Laverton,158,4.2,680.29,1,1,1,1,0.01
ORD0841,2025-10-20,VicGreens,Produce,Tullamarine,310,3.5,1099.75,2,2,0,2,0.02
ORD0842,2025-10-16,ColdChain Dairy,Dairy,Dandenong,284,4.2,1205.38,1,1,1,2,0.02
ORD0843,2025-10-21,ColdChain Dairy,Dairy,Tullamarine,173,4.2,712.43,1,1,0,3,0.03
ORD0844,2025-07-16,Pacific Produce,Produce,Dandenong,147,3.5,540.07,3,2,1,8,0.08
ORD0845,2025-09-11,Pacific Produce,Produce,Dandenong,264,3.5,902.33,4,2,0,8,0.08
ORD0846,2025-09-17,VicGreens,Produce,Tullamarine,213,3.5,709.3,3,2,1,5,0.05
ORD0847,2025-07-02,Aussie Meats,Meat,Tullamarine,443,12.0,5525.95,1,2,1,4,0.04
ORD0848,2025-09-19,Pacific Produce,Produce,Laverton,305,3.5,1060.14,2,2,1,8,0.08
ORD0849,2025-08-03,FreshFarm Co,Produce,Tullamarine,74,3.5,263.49,2,2,1,11,0.11
ORD0850,2025-07-22,FreshFarm Co,Produce,Tullamarine,294,3.5,1041.19,4,2,0,8,0.08
ORD0851,2025-08-09,BakeryDirect,Bakery,Laverton,164,2.8,468.85,2,1,1,2,0.02
ORD0852,2025-10-03,FreshFarm Co,Produce,Laverton,378,3.5,1356.6,2,2,1,7,0.07
ORD0853,2025-11-08,Pacific Produce,Produce,Dandenong,273,3.5,932.73,3,2,1,10,0.1
ORD0854,2025-09-16,Pacific Produce,Produce,Dandenong,184,3.5,670.47,4,2,0,13,0.13
ORD0855,2025-06-20,Pacific Produce,Produce,Tullamarine,166,3.5,556.11,2,2,1,11,0.11
ORD0856,2025-11-21,SnackHouse,Snacks,Dandenong,325,2.1,662.88,6,5,1,0,0.0
ORD0857,2025-10-17,ColdChain Dairy,Dairy,Dandenong,247,4.2,1004.95,1,1,1,0,0.0
ORD0858,2025-09-21,ColdChain Dairy,Dairy,Dandenong,353,4.2,1462.12,1,1,1,6,0.06
ORD0859,2025-07-13,Pacific Produce,Produce,Dandenong,338,3.5,1175.7,3,2,0,10,0.1
ORD0860,2025-07-17,SeaFresh,Frozen,Tullamarine,386,6.5,2449.68,3,3,1,8,0.08
ORD0861,2025-10-25,SeaFresh,Frozen,Dandenong,364,6.5,2441.9,6,3,0,10,0.1
ORD0862,2025-10-07,VicGreens,Produce,Tullamarine,212,3.5,731.07,1,2,1,12,0.12
ORD0863,2025-11-24,BakeryDirect,Bakery,Dandenong,496,2.8,1421.33,1,1,1,1,0.01
ORD0864,2025-07-28,BakeryDirect,Bakery,Dandenong,212,2.8,604.89,1,1,1,3,0.03
ORD0865,2025-09-08,Pacific Produce,Produce,Laverton,276,3.5,975.49,3,2,0,9,0.09
ORD0866,2025-10-31,ColdChain Dairy,Dairy,Laverton,248,4.2,1021.39,1,1,1,6,0.06
ORD0867,2025-10-02,DrinksCo,Beverages,Tullamarine,385,1.9,695.2,4,4,1,3,0.03
ORD0868,2025-08-08,FreshFarm Co,Produce,Tullamarine,339,3.5,1163.92,1,2,1,4,0.04
ORD0869,2025-07-19,Aussie Meats,Meat,Tullamarine,425,12.0,5184.45,4,2,0,7,0.07
ORD0870,2025-11-14,Aussie Meats,Meat,Tullamarine,448,12.0,5402.43,1,2,1,9,0.09
ORD0871,2025-09-28,Pacific Produce,Produce,Laverton,479,3.5,1686.06,2,2,1,5,0.05
ORD0872,2025-07-30,SeaFresh,Frozen,Dandenong,318,6.5,2145.77,4,3,1,10,0.1
ORD0873,2025-07-20,FreshFarm Co,Produce,Dandenong,400,3.5,1412.65,1,2,0,7,0.07
ORD0874,2025-06-23,SeaFresh,Frozen,Laverton,122,6.5,771.75,4,3,1,7,0.07
ORD0875,2025-09-07,Pacific Produce,Produce,Laverton,51,3.5,182.22,2,2,1,6,0.06
ORD0876,2025-10-05,GrocerPlus,Snacks,Tullamarine,418,2.1,838.96,7,5,0,1,0.01
ORD0877,2025-06-30,SnackHouse,Snacks,Tullamarine,489,2.1,1038.4,5,5,1,0,0.0
ORD0878,2025-10-30,ColdChain Dairy,Dairy,Laverton,300,4.2,1255.47,1,1,1,2,0.02
ORD0879,2025-11-01,FreshFarm Co,Produce,Tullamarine,334,3.5,1115.74,2,2,1,10,0.1
ORD0880,2025-06-18,ColdChain Dairy,Dairy,Tullamarine,91,4.2,386.88,1,1,1,5,0.05
ORD0881,2025-10-13,ColdChain Dairy,Dairy,Tullamarine,412,4.2,1770.39,1,1,1,2,0.02
ORD0882,2025-06-25,VicGreens,Produce,Tullamarine,383,3.5,1276.93,1,2,1,7,0.07
ORD0883,2025-06-02,Pacific Produce,Produce,Dandenong,281,3.5,993.85,2,2,1,15,0.15
ORD0884,2025-11-13,SnackHouse,Snacks,Laverton,260,2.1,518.82,6,5,1,2,0.02
ORD0885,2025-06-11,GrocerPlus,Snacks,Laverton,313,2.1,636.42,8,5,0,1,0.01
ORD0886,2025-06-08,GrocerPlus,Snacks,Laverton,180,2.1,393.29,7,5,0,3,0.03
ORD0887,2025-08-01,VicGreens,Produce,Tullamarine,99,3.5,363.16,1,2,1,12,0.12
ORD0888,2025-09-30,FreshFarm Co,Produce,Tullamarine,472,3.5,1579.87,2,2,1,7,0.07
ORD0889,2025-08-14,ColdChain Dairy,Dairy,Tullamarine,166,4.2,670.76,1,1,1,6,0.06
ORD0890,2025-07-25,FreshFarm Co,Produce,Tullamarine,204,3.5,679.68,1,2,1,7,0.07
ORD0891,2025-10-14,Aussie Meats,Meat,Tullamarine,455,12.0,5375.01,3,2,1,4,0.04
ORD0892,2025-08-08,FreshFarm Co,Produce,Laverton,434,3.5,1511.21,1,2,1,8,0.08
ORD0893,2025-10-09,FreshFarm Co,Produce,Dandenong,154,3.5,536.73,3,2,1,10,0.1
ORD0894,2025-06-24,Pacific Produce,Produce,Tullamarine,172,3.5,604.91,2,2,1,15,0.15
ORD0895,2025-10-28,VicGreens,Produce,Tullamarine,256,3.5,912.05,1,2,1,10,0.1
ORD0896,2025-09-05,SeaFresh,Frozen,Tullamarine,475,6.5,3037.17,3,3,1,6,0.06
ORD0897,2025-10-20,SnackHouse,Snacks,Tullamarine,257,2.1,534.69,6,5,0,6,0.06
ORD0898,2025-08-25,ColdChain Dairy,Dairy,Dandenong,325,4.2,1330.23,2,1,1,6,0.06
ORD0899,2025-10-30,SeaFresh,Frozen,Tullamarine,129,6.5,822.29,4,3,0,9,0.09
ORD0900,2025-07-06,FreshFarm Co,Produce,Dandenong,489,3.5,1793.29,1,2,1,3,0.03
ORD0901,2025-09-19,DrinksCo,Beverages,Tullamarine,171,1.9,334.63,4,4,1,3,0.03
ORD0902,2025-08-31,FreshFarm Co,Produce,Tullamarine,306,3.5,1034.32,2,2,1,10,0.1
ORD0903,2025-06-07,SeaFresh,Frozen,Laverton,271,6.5,1776.97,3,3,1,4,0.04
ORD0904,2025-09-26,FreshFarm Co,Produce,Tullamarine,496,3.5,1752.14,1,2,0,8,0.08
ORD0905,2025-07-02,FreshFarm Co,Produce,Dandenong,184,3.5,647.41,2,2,1,13,0.13
ORD0906,2025-07-05,SnackHouse,Snacks,Dandenong,230,2.1,496.07,6,5,1,3,0.03
ORD0907,2025-07-01,FreshFarm Co,Produce,Dandenong,72,3.5,262.05,2,2,1,5,0.05
ORD0908,2025-10-20,Aussie Meats,Meat,Tullamarine,73,12.0,836.1,1,2,1,5,0.05
ORD0909,2025-09-23,ColdChain Dairy,Dairy,Dandenong,278,4.2,1123.05,1,1,1,1,0.01
ORD0910,2025-08-27,Aussie Meats,Meat,Dandenong,90,12.0,1124.44,2,2,1,7,0.07
ORD0911,2025-10-02,SeaFresh,Frozen,Tullamarine,202,6.5,1301.28,4,3,1,10,0.1
ORD0912,2025-10-14,ColdChain Dairy,Dairy,Laverton,365,4.2,1602.09,1,1,1,4,0.04
ORD0913,2025-07-17,DrinksCo,Beverages,Tullamarine,139,1.9,272.2,3,4,0,2,0.02
ORD0914,2025-11-28,FreshFarm Co,Produce,Tullamarine,151,3.5,504.21,1,2,1,4,0.04
ORD0915,2025-08-20,VicGreens,Produce,Dandenong,476,3.5,1587.51,1,2,0,4,0.04
ORD0916,2025-06-09,Pacific Produce,Produce,Laverton,327,3.5,1187.73,2,2,1,14,0.14
ORD0917,2025-09-15,BakeryDirect,Bakery,Tullamarine,343,2.8,922.67,1,1,0,4,0.04
ORD0918,2025-10-16,Aussie Meats,Meat,Laverton,55,12.0,639.19,2,2,1,5,0.05
ORD0919,2025-07-18,FreshFarm Co,Produce,Laverton,437,3.5,1592.56,1,2,1,5,0.05
ORD0920,2025-10-05,Pacific Produce,Produce,Dandenong,288,3.5,1035.29,4,2,0,16,0.16
ORD0921,2025-06-19,GrocerPlus,Snacks,Dandenong,464,2.1,946.67,7,5,0,2,0.02
ORD0922,2025-06-18,SeaFresh,Frozen,Dandenong,487,6.5,3286.74,5,3,0,5,0.05
ORD0923,2025-11-14,DrinksCo,Beverages,Dandenong,313,1.9,605.54,4,4,1,3,0.03
ORD0924,2025-10-04,FreshFarm Co,Produce,Laverton,319,3.5,1168.26,2,2,1,5,0.05
ORD0925,2025-10-20,Pacific Produce,Produce,Tullamarine,94,3.5,326.66,3,2,1,9,0.09
ORD0926,2025-07-08,VicGreens,Produce,Tullamarine,478,3.5,1636.54,1,2,1,5,0.05
ORD0927,2025-11-06,VicGreens,Produce,Laverton,426,3.5,1423.97,2,2,1,8,0.08
ORD0928,2025-08-13,VicGreens,Produce,Laverton,193,3.5,659.8,3,2,1,9,0.09
ORD0929,2025-10-31,FreshFarm Co,Produce,Dandenong,259,3.5,869.29,3,2,1,9,0.09
ORD0930,2025-08-28,BakeryDirect,Bakery,Laverton,76,2.8,209.71,1,1,0,2,0.02
ORD0931,2025-06-05,Aussie Meats,Meat,Tullamarine,444,12.0,5106.64,1,2,0,4,0.04
ORD0932,2025-09-07,SeaFresh,Frozen,Dandenong,385,6.5,2431.72,4,3,1,5,0.05
ORD0933,2025-06-08,DrinksCo,Beverages,Dandenong,369,1.9,721.8,4,4,1,6,0.06
ORD0934,2025-11-27,FreshFarm Co,Produce,Laverton,204,3.5,709.21,2,2,1,9,0.09
ORD0935,2025-06-16,BakeryDirect,Bakery,Dandenong,96,2.8,264.03,1,1,1,2,0.02
ORD0936,2025-10-07,Pacific Produce,Produce,Laverton,443,3.5,1600.87,2,2,1,11,0.11
ORD0937,2025-10-11,BakeryDirect,Bakery,Dandenong,188,2.8,532.57,1,1,0,3,0.03
ORD0938,2025-06-20,FreshFarm Co,Produce,Tullamarine,203,3.5,723.07,2,2,0,6,0.06
ORD0939,2025-07-31,VicGreens,Produce,Laverton,321,3.5,1111.31,2,2,1,7,0.07
ORD0940,2025-11-07,FreshFarm Co,Produce,Dandenong,396,3.5,1330.83,2,2,1,6,0.06
ORD0941,2025-08-04,FreshFarm Co,Produce,Laverton,96,3.5,339.29,1,2,1,11,0.11
ORD0942,2025-11-02,ColdChain Dairy,Dairy,Laverton,408,4.2,1780.9,2,1,1,4,0.04
ORD0943,2025-09-07,FreshFarm Co,Produce,Laverton,382,3.5,1298.02,2,2,1,4,0.04
ORD0944,2025-07-15,Pacific Produce,Produce,Tullamarine,475,3.5,1728.76,2,2,1,12,0.12
ORD0945,2025-06-07,GrocerPlus,Snacks,Dandenong,356,2.1,720.54,7,5,0,2,0.02
ORD0946,2025-07-01,BakeryDirect,Bakery,Tullamarine,397,2.8,1089.19,1,1,1,3,0.03
ORD0947,2025-06-30,BakeryDirect,Bakery,Laverton,484,2.8,1309.59,2,1,1,1,0.01
ORD0948,2025-07-28,DrinksCo,Beverages,Dandenong,423,1.9,791.49,5,4,1,2,0.02
ORD0949,2025-08-17,Pacific Produce,Produce,Tullamarine,89,3.5,301.91,3,2,0,7,0.07
ORD0950,2025-07-12,Pacific Produce,Produce,Tullamarine,240,3.5,868.7,3,2,1,11,0.11
ORD0951,2025-08-27,FreshFarm Co,Produce,Laverton,71,3.5,244.72,2,2,1,6,0.06
ORD0952,2025-09-15,BakeryDirect,Bakery,Tullamarine,110,2.8,302.49,1,1,1,4,0.04
ORD0953,2025-09-23,FreshFarm Co,Produce,Tullamarine,87,3.5,316.2,1,2,1,4,0.04
ORD0954,2025-11-09,BakeryDirect,Bakery,Laverton,193,2.8,521.14,3,1,0,4,0.04
ORD0955,2025-09-03,VicGreens,Produce,Laverton,385,3.5,1334.05,1,2,1,4,0.04
ORD0956,2025-08-28,Aussie Meats,Meat,Laverton,63,12.0,771.2,3,2,1,5,0.05
ORD0957,2025-10-06,VicGreens,Produce,Laverton,308,3.5,1080.94,3,2,1,2,0.02
ORD0958,2025-08-29,SeaFresh,Frozen,Dandenong,338,6.5,2153.33,2,3,1,11,0.11
ORD0959,2025-09-27,VicGreens,Produce,Dandenong,361,3.5,1202.33,2,2,1,8,0.08
ORD0960,2025-06-27,SnackHouse,Snacks,Dandenong,499,2.1,1002.22,4,5,1,3,0.03
ORD0961,2025-11-23,VicGreens,Produce,Dandenong,278,3.5,953.9,4,2,0,9,0.09
ORD0962,2025-09-22,GrocerPlus,Snacks,Dandenong,231,2.1,493.21,7,5,0,2,0.02
ORD0963,2025-07-10,Aussie Meats,Meat,Tullamarine,172,12.0,2014.81,1,2,1,9,0.09
ORD0964,2025-06-17,SeaFresh,Frozen,Tullamarine,491,6.5,3189.87,3,3,1,7,0.07
ORD0965,2025-10-13,BakeryDirect,Bakery,Dandenong,393,2.8,1145.87,1,1,1,1,0.01
ORD0966,2025-08-06,ColdChain Dairy,Dairy,Tullamarine,409,4.2,1731.45,1,1,1,4,0.04
ORD0967,2025-10-31,Aussie Meats,Meat,Laverton,261,12.0,3154.02,3,2,1,7,0.07
ORD0968,2025-07-24,GrocerPlus,Snacks,Dandenong,225,2.1,478.65,8,5,0,3,0.03
ORD0969,2025-07-09,SeaFresh,Frozen,Tullamarine,341,6.5,2191.98,4,3,1,10,0.1
ORD0970,2025-09-07,Aussie Meats,Meat,Tullamarine,498,12.0,5972.45,2,2,1,7,0.07
ORD0971,2025-07-04,VicGreens,Produce,Dandenong,110,3.5,374.04,2,2,1,6,0.06
ORD0972,2025-07-03,VicGreens,Produce,Laverton,60,3.5,201.58,2,2,0,5,0.05
ORD0973,2025-08-12,Pacific Produce,Produce,Tullamarine,323,3.5,1115.96,2,2,1,11,0.11
ORD0974,2025-06-11,Pacific Produce,Produce,Tullamarine,346,3.5,1219.09,2,2,1,11,0.11
ORD0975,2025-09-20,Pacific Produce,Produce,Laverton,310,3.5,1060.72,4,2,0,12,0.12
ORD0976,2025-08-26,VicGreens,Produce,Laverton,360,3.5,1270.93,3,2,0,8,0.08
ORD0977,2025-07-30,Pacific Produce,Produce,Dandenong,119,3.5,409.59,2,2,1,9,0.09
ORD0978,2025-10-18,Aussie Meats,Meat,Tullamarine,59,12.0,724.52,2,2,1,4,0.04
ORD0979,2025-10-29,SeaFresh,Frozen,Tullamarine,248,6.5,1607.01,4,3,1,3,0.03
ORD0980,2025-07-15,Aussie Meats,Meat,Tullamarine,236,12.0,2739.22,2,2,1,8,0.08
ORD0981,2025-06-25,DrinksCo,Beverages,Dandenong,319,1.9,587.29,4,4,1,3,0.03
ORD0982,2025-10-07,Pacific Produce,Produce,Dandenong,469,3.5,1612.01,3,2,1,14,0.14
ORD0983,2025-11-07,FreshFarm Co,Produce,Laverton,94,3.5,326.15,2,2,1,3,0.03
ORD0984,2025-08-08,DrinksCo,Beverages,Tullamarine,77,1.9,151.49,3,4,0,2,0.02
ORD0985,2025-11-24,BakeryDirect,Bakery,Laverton,61,2.8,175.86,1,1,1,5,0.05
ORD0986,2025-11-03,FreshFarm Co,Produce,Tullamarine,423,3.5,1415.63,2,2,1,9,0.09
ORD0987,2025-11-19,FreshFarm Co,Produce,Tullamarine,254,3.5,926.05,1,2,1,8,0.08
ORD0988,2025-09-09,ColdChain Dairy,Dairy,Laverton,104,4.2,442.33,1,1,1,2,0.02
ORD0989,2025-06-25,Aussie Meats,Meat,Tullamarine,376,12.0,4727.1,1,2,1,4,0.04
ORD0990,2025-08-21,SeaFresh,Frozen,Tullamarine,417,6.5,2788.75,4,3,0,4,0.04
ORD0991,2025-06-04,ColdChain Dairy,Dairy,Tullamarine,465,4.2,1885.01,1,1,1,0,0.0
ORD0992,2025-06-29,FreshFarm Co,Produce,Tullamarine,198,3.5,693.44,2,2,1,12,0.12
ORD0993,2025-09-18,BakeryDirect,Bakery,Laverton,71,2.8,205.8,1,1,1,4,0.04
ORD0994,2025-11-20,ColdChain Dairy,Dairy,Tullamarine,80,4.2,345.15,1,1,1,2,0.02
ORD0995,2025-10-20,DrinksCo,Beverages,Dandenong,101,1.9,192.02,5,4,1,0,0.0
ORD0996,2025-11-17,GrocerPlus,Snacks,Dandenong,51,2.1,105.21,8,5,0,4,0.04
ORD0997,2025-11-13,Aussie Meats,Meat,Tullamarine,144,12.0,1717.52,1,2,1,8,0.08
ORD0998,2025-11-07,SnackHouse,Snacks,Dandenong,301,2.1,632.8,5,5,1,2,0.02
ORD0999,2025-11-15,GrocerPlus,Snacks,Tullamarine,486,2.1,1021.17,6,5,1,4,0.04
ORD1000,2025-07-07,Aussie Meats,Meat,Tullamarine,198,12.0,2272.57,1,2,1,7,0.07
ORD1001,2025-10-10,SeaFresh,Frozen,Dandenong,171,6.5,1070.37,4,3,1,6,0.06
ORD1002,2025-10-02,DrinksCo,Beverages,Dandenong,346,1.9,646.52,4,4,1,2,0.02
ORD1003,2025-11-03,Aussie Meats,Meat,Dandenong,150,12.0,1854.29,2,2,1,3,0.03
ORD1004,2025-10-12,FreshFarm Co,Produce,Tullamarine,63,3.5,218.08,2,2,1,9,0.09
ORD1005,2025-11-28,ColdChain Dairy,Dairy,Dandenong,382,4.2,1563.0,1,1,1,6,0.06
ORD1006,2025-09-25,VicGreens,Produce,Tullamarine,240,3.5,813.31,1,2,0,5,0.05
ORD1007,2025-11-18,ColdChain Dairy,Dairy,Tullamarine,284,4.2,1189.52,2,1,1,4,0.04
ORD1008,2025-06-03,BakeryDirect,Bakery,Dandenong,354,2.8,1019.88,1,1,1,1,0.01
ORD1009,2025-07-20,Pacific Produce,Produce,Tullamarine,114,3.5,418.53,3,2,1,9,0.09
ORD1010,2025-10-13,VicGreens,Produce,Dandenong,489,3.5,1767.5,2,2,1,5,0.05
ORD1011,2025-07-11,FreshFarm Co,Produce,Dandenong,243,3.5,841.67,3,2,1,10,0.1
ORD1012,2025-09-06,BakeryDirect,Bakery,Tullamarine,194,2.8,534.94,1,1,1,1,0.01
ORD1013,2025-08-20,VicGreens,Produce,Dandenong,250,3.5,911.77,1,2,1,4,0.04
ORD1014,2025-09-23,FreshFarm Co,Produce,Dandenong,262,3.5,900.64,2,2,1,6,0.06
ORD1015,2025-07-18,SeaFresh,Frozen,Laverton,130,6.5,885.27,5,3,0,4,0.04
ORD1016,2025-10-23,FreshFarm Co,Produce,Laverton,495,3.5,1761.02,2,2,1,5,0.05
ORD1017,2025-10-10,DrinksCo,Beverages,Tullamarine,490,1.9,965.11,4,4,1,3,0.03
ORD1018,2025-06-28,SnackHouse,Snacks,Dandenong,494,2.1,1004.23,7,5,0,3,0.03
ORD1019,2025-06-27,Aussie Meats,Meat,Dandenong,477,12.0,5815.95,2,2,1,8,0.08
ORD1020,2025-06-18,FreshFarm Co,Produce,Dandenong,198,3.5,690.88,1,2,1,5,0.05
ORD1021,2025-09-07,Aussie Meats,Meat,Dandenong,103,12.0,1247.1,3,2,1,7,0.07
ORD1022,2025-09-10,Aussie Meats,Meat,Dandenong,120,12.0,1403.19,2,2,1,5,0.05
ORD1023,2025-08-17,Pacific Produce,Produce,Tullamarine,313,3.5,1069.07,2,2,1,6,0.06
ORD1024,2025-06-22,FreshFarm Co,Produce,Tullamarine,466,3.5,1554.18,1,2,1,5,0.05
ORD1025,2025-06-17,FreshFarm Co,Produce,Dandenong,346,3.5,1245.49,2,2,1,6,0.06
ORD1026,2025-09-01,BakeryDirect,Bakery,Tullamarine,364,2.8,1045.51,1,1,1,3,0.03
ORD1027,2025-08-09,DrinksCo,Beverages,Tullamarine,291,1.9,576.04,4,4,1,2,0.02
