year,month,quarter,state,brand,body_type,fuel_type,sale_price
2022,12,4,QLD,Hyundai,Hatchback,Petrol,27700.0
2023,6,2,NSW,Toyota,Ute,Petrol,47500.0
2024,2,1,NSW,Kia,SUV,Diesel,42700.0
2020,3,1,WA,Kia,SUV,Petrol,38100.0
2024,4,2,VIC,Ford,SUV,Diesel,64900.0
2024,4,2,VIC,Tesla,Sedan,Electric,131200.0
2024,8,3,NSW,Isuzu,Sedan,Diesel,80300.0
2023,1,1,QLD,BYD,Sedan,Electric,90500.0
2023,10,4,VIC,Toyota,SUV,Hybrid,59800.0
2022,4,2,TAS,Mitsubishi,SUV,Electric,65000.0
2023,11,4,TAS,Toyota,Ute,Petrol,45700.0
2022,12,4,QLD,Tesla,Hatchback,Electric,109800.0
2023,11,4,VIC,Hyundai,Van,Diesel,40800.0
2022,11,4,VIC,Toyota,SUV,Hybrid,60900.0
2023,4,2,QLD,Nissan,Ute,Diesel,41900.0
2024,1,1,NSW,Mitsubishi,Ute,Petrol,48600.0
2020,3,1,VIC,Hyundai,Van,Diesel,37500.0
2024,5,2,NSW,Toyota,SUV,Petrol,49400.0
2022,6,2,NSW,Kia,Ute,Petrol,38300.0
2024,9,3,NSW,Nissan,SUV,Petrol,42200.0
2022,9,3,VIC,Mitsubishi,Ute,Petrol,44400.0
2021,9,3,QLD,Nissan,SUV,Petrol,39300.0
2024,11,4,VIC,Toyota,Ute,Petrol,50700.0
2021,1,1,VIC,Kia,Hatchback,Petrol,27300.0
2024,12,4,NSW,BYD,SUV,Electric,116100.0
2022,9,3,VIC,Kia,Sedan,Petrol,30500.0
2022,8,3,NSW,Toyota,SUV,Petrol,51700.0
2021,2,1,QLD,Kia,Sedan,Diesel,34300.0
2023,11,4,ACT,Mitsubishi,SUV,Petrol,53200.0
2021,1,1,NSW,Tesla,SUV,Electric,159000.0
2019,1,1,NSW,BYD,Hatchback,Electric,72500.0
2021,12,4,VIC,BYD,SUV,Electric,98000.0
2019,6,2,ACT,Mitsubishi,Ute,Petrol,42600.0
2024,9,3,QLD,Mazda,Hatchback,Petrol,32200.0
2024,7,3,WA,Ford,Hatchback,Petrol,42500.0
2022,5,2,VIC,BYD,Ute,Electric,106300.0
2023,11,4,TAS,Nissan,SUV,Petrol,40800.0
2021,2,1,NSW,Toyota,Hatchback,Petrol,34500.0
2023,1,1,NSW,Kia,SUV,Hybrid,48600.0
2024,2,1,WA,Hyundai,Hatchback,Diesel,34700.0
2024,1,1,SA,Mazda,Ute,Electric,59700.0
2022,3,1,NSW,Kia,Ute,Diesel,40500.0
2024,6,2,NSW,Mitsubishi,SUV,Diesel,54500.0
2021,8,3,NSW,Toyota,Sedan,Petrol,40100.0
2024,3,1,NSW,BYD,Hatchback,Electric,85100.0
2019,10,4,NSW,Isuzu,Hatchback,Diesel,63000.0
2023,9,3,ACT,Nissan,SUV,Petrol,44000.0
2023,10,4,QLD,Toyota,Van,Diesel,49000.0
2023,5,2,QLD,Mitsubishi,SUV,Petrol,44700.0
2020,7,3,QLD,Ford,Sedan,Diesel,51200.0
2024,8,3,VIC,Hyundai,Ute,Electric,63400.0
2020,3,1,QLD,Kia,SUV,Hybrid,40100.0
2023,2,1,VIC,BYD,SUV,Electric,113800.0
2020,2,1,NSW,Toyota,Ute,Petrol,43600.0
2021,5,2,VIC,Nissan,SUV,Petrol,38500.0
2022,1,1,VIC,Isuzu,SUV,Hybrid,94400.0
2022,2,1,WA,BYD,Ute,Electric,97400.0
2020,9,3,TAS,BYD,Hatchback,Electric,67900.0
2020,7,3,VIC,Hyundai,Sedan,Petrol,32300.0
2022,6,2,QLD,BYD,SUV,Electric,93900.0
2023,9,3,NSW,Hyundai,SUV,Diesel,43700.0
2024,7,3,QLD,Nissan,Ute,Hybrid,47900.0
2019,11,4,VIC,Toyota,Sedan,Diesel,41600.0
2022,5,2,NSW,Mazda,Ute,Electric,60600.0
2019,9,3,VIC,Kia,Hatchback,Diesel,27200.0
2019,6,2,QLD,Hyundai,Sedan,Petrol,30600.0
2023,6,2,NSW,Ford,SUV,Diesel,69800.0
2023,11,4,SA,Ford,Van,Hybrid,58200.0
2020,4,2,NSW,Nissan,Sedan,Diesel,36600.0
2020,12,4,SA,Kia,Sedan,Diesel,32100.0
2019,1,1,QLD,Hyundai,Van,Hybrid,41200.0
2024,5,2,VIC,Mazda,Van,Diesel,44200.0
2024,11,4,VIC,Ford,Sedan,Petrol,53500.0
2020,9,3,QLD,Kia,SUV,Diesel,37800.0
2020,8,3,QLD,BYD,Wagon,Electric,90400.0
2024,8,3,QLD,Toyota,Ute,Diesel,49000.0
2024,5,2,VIC,Mazda,SUV,Petrol,48100.0
2022,12,4,VIC,Hyundai,Sedan,Diesel,36200.0
2019,9,3,TAS,Hyundai,Sedan,Diesel,32600.0
2019,3,1,NSW,Hyundai,Hatchback,Petrol,27600.0
2023,3,1,VIC,BYD,Sedan,Electric,91700.0
2022,1,1,NSW,Hyundai,Hatchback,Hybrid,37900.0
2019,9,3,QLD,Kia,Hatchback,Petrol,25800.0
2023,6,2,QLD,Mitsubishi,Hatchback,Electric,53800.0
2019,2,1,NSW,Mazda,Ute,Petrol,38400.0
2024,8,3,NSW,Tesla,Hatchback,Electric,130800.0
2021,12,4,NSW,Kia,SUV,Petrol,40100.0
2019,9,3,VIC,Ford,SUV,Petrol,49800.0
2023,9,3,VIC,Isuzu,Hatchback,Diesel,64400.0
2022,2,1,TAS,Mazda,Sedan,Petrol,34700.0
2024,2,1,VIC,Nissan,SUV,Petrol,44700.0
2022,7,3,NSW,Kia,SUV,Hybrid,49100.0
2021,11,4,WA,Mitsubishi,SUV,Petrol,48000.0
2023,4,2,VIC,Nissan,Ute,Diesel,46200.0
2021,1,1,VIC,Isuzu,Ute,Diesel,79600.0
2024,8,3,NSW,Mitsubishi,SUV,Hybrid,65200.0
2021,2,1,VIC,BYD,Hatchback,Electric,80600.0
2022,3,1,SA,Ford,SUV,Petrol,55900.0
2019,5,2,VIC,Kia,Ute,Petrol,31500.0
2022,3,1,VIC,Toyota,Sedan,Diesel,44600.0
2024,7,3,QLD,Toyota,Ute,Hybrid,57700.0
2024,7,3,SA,Isuzu,SUV,Hybrid,92800.0
2020,2,1,NSW,Toyota,SUV,Petrol,46900.0
2020,7,3,VIC,Toyota,Hatchback,Petrol,33300.0
2024,11,4,SA,BYD,SUV,Electric,100000.0
2024,6,2,NSW,Toyota,Wagon,Petrol,48900.0
2019,10,4,QLD,Mazda,Ute,Petrol,38100.0
2022,9,3,QLD,Kia,Sedan,Diesel,35500.0
2021,9,3,QLD,Mitsubishi,Sedan,Diesel,40100.0
2024,2,1,VIC,BYD,SUV,Electric,108200.0
2019,7,3,NSW,Kia,Sedan,Petrol,30100.0
2020,5,2,QLD,Kia,Wagon,Diesel,33100.0
2023,6,2,NSW,Tesla,SUV,Electric,168600.0
2019,1,1,VIC,Kia,Ute,Hybrid,40000.0
2022,7,3,NSW,Mitsubishi,Sedan,Diesel,41700.0
2022,6,2,NSW,Nissan,Ute,Petrol,40100.0
2021,4,2,ACT,Ford,SUV,Petrol,56600.0
2022,1,1,VIC,Hyundai,Sedan,Diesel,34100.0
2022,9,3,ACT,Toyota,Wagon,Hybrid,56300.0
2020,4,2,NSW,Mitsubishi,SUV,Petrol,43800.0
2023,2,1,VIC,Toyota,Ute,Petrol,47900.0
2024,8,3,NSW,Kia,Sedan,Diesel,36500.0
2023,2,1,QLD,Isuzu,Sedan,Diesel,69800.0
2020,5,2,QLD,Kia,Sedan,Diesel,34200.0
2020,11,4,NSW,Mazda,Sedan,Petrol,35800.0
2021,6,2,SA,BYD,SUV,Electric,97800.0
2021,11,4,NSW,Mazda,Hatchback,Petrol,33900.0
2022,8,3,QLD,Tesla,Hatchback,Electric,110100.0
2023,11,4,TAS,Mitsubishi,SUV,Petrol,41400.0
2019,1,1,WA,Toyota,Sedan,Petrol,37600.0
2019,1,1,SA,Nissan,Ute,Diesel,37300.0
2022,12,4,VIC,Mazda,Wagon,Petrol,39100.0
2023,4,2,NSW,Nissan,Van,Petrol,37100.0
2020,5,2,NSW,Toyota,Hatchback,Diesel,41500.0
2023,9,3,VIC,Mazda,SUV,Diesel,45700.0
2021,11,4,QLD,Mazda,Hatchback,Petrol,31600.0
2024,7,3,NSW,Toyota,Hatchback,Diesel,46200.0
2024,7,3,QLD,Tesla,SUV,Electric,168100.0
2021,8,3,VIC,Tesla,SUV,Electric,161000.0
2020,5,2,VIC,BYD,Sedan,Electric,80800.0
2022,5,2,QLD,Mazda,Ute,Petrol,40100.0
2020,1,1,VIC,Ford,SUV,Petrol,52500.0
2023,9,3,WA,Mitsubishi,SUV,Diesel,55300.0
2024,6,2,NSW,Ford,SUV,Petrol,59800.0
2023,9,3,QLD,Tesla,Sedan,Electric,127200.0
2024,3,1,NSW,Mitsubishi,SUV,Electric,82300.0
2022,5,2,NSW,Toyota,Ute,Petrol,44800.0
2020,2,1,QLD,BYD,SUV,Electric,91400.0
2023,10,4,WA,Tesla,Hatchback,Electric,118100.0
2021,5,2,NSW,Mitsubishi,Hatchback,Diesel,39500.0
2023,8,3,VIC,Toyota,Hatchback,Hybrid,47200.0
2021,11,4,VIC,Mazda,Ute,Electric,63400.0
2019,2,1,NSW,Hyundai,SUV,Petrol,39100.0
2024,8,3,WA,Mazda,Sedan,Hybrid,43700.0
2020,4,2,QLD,Mazda,SUV,Hybrid,47900.0
2024,10,4,NSW,Isuzu,Wagon,Petrol,74200.0
2024,10,4,VIC,Mitsubishi,SUV,Diesel,55200.0
2024,1,1,QLD,Kia,Sedan,Petrol,31700.0
2023,5,2,VIC,Mazda,Ute,Diesel,42900.0
2023,1,1,QLD,Nissan,Hatchback,Diesel,31300.0
2024,7,3,NSW,Mazda,Ute,Petrol,41300.0
2021,8,3,QLD,BYD,Ute,Electric,90900.0
2022,3,1,NSW,Nissan,Sedan,Hybrid,41700.0
2023,3,1,WA,Tesla,Sedan,Electric,134200.0
2022,7,3,VIC,Nissan,SUV,Petrol,39900.0
2022,4,2,NSW,Mitsubishi,Hatchback,Hybrid,45300.0
2021,3,1,WA,Mazda,Sedan,Petrol,37200.0
2023,8,3,NSW,Mazda,SUV,Diesel,48700.0
2024,3,1,VIC,Hyundai,Hatchback,Petrol,30600.0
2020,7,3,VIC,Toyota,Sedan,Petrol,42700.0
2024,2,1,NSW,Tesla,Hatchback,Electric,126300.0
2023,11,4,SA,Mazda,Hatchback,Hybrid,40000.0
2024,11,4,QLD,Isuzu,Hatchback,Petrol,53500.0
2022,1,1,NSW,Hyundai,SUV,Diesel,46200.0
2023,12,4,QLD,Ford,SUV,Electric,86700.0
2019,6,2,VIC,Nissan,Hatchback,Petrol,27100.0
2024,8,3,SA,Mazda,Hatchback,Hybrid,40800.0
2019,1,1,NSW,Tesla,Sedan,Electric,135200.0
2024,10,4,VIC,BYD,Sedan,Electric,91900.0
2024,12,4,VIC,Mazda,SUV,Petrol,48000.0
2021,9,3,VIC,Kia,Van,Petrol,32200.0
2020,3,1,VIC,Hyundai,SUV,Petrol,38300.0
2023,3,1,NSW,BYD,SUV,Electric,105100.0
2021,4,2,QLD,Mitsubishi,Ute,Electric,62000.0
2024,11,4,VIC,Ford,SUV,Petrol,62500.0
2019,1,1,SA,BYD,Van,Electric,82100.0
2020,9,3,NSW,Mazda,SUV,Hybrid,47600.0
2024,11,4,QLD,BYD,SUV,Electric,103600.0
2023,3,1,SA,Nissan,Sedan,Electric,50400.0
2024,10,4,QLD,Nissan,Sedan,Petrol,36200.0
2021,4,2,WA,BYD,SUV,Electric,97500.0
2023,1,1,WA,Ford,Sedan,Diesel,56900.0
2023,4,2,VIC,Nissan,Sedan,Hybrid,42800.0
2023,1,1,QLD,Hyundai,Hatchback,Petrol,28000.0
2023,5,2,NSW,Mitsubishi,SUV,Petrol,47700.0
2023,5,2,VIC,Toyota,Wagon,Petrol,46100.0
2022,11,4,NSW,Nissan,Sedan,Hybrid,41600.0
2021,7,3,QLD,Tesla,SUV,Electric,146300.0
2023,8,3,VIC,BYD,SUV,Electric,105300.0
2020,4,2,VIC,Toyota,Sedan,Diesel,46500.0
2023,7,3,NSW,BYD,SUV,Electric,103300.0
2020,4,2,TAS,BYD,SUV,Electric,94800.0
2023,3,1,NSW,Tesla,SUV,Electric,157100.0
2023,6,2,NSW,Mazda,Ute,Petrol,40200.0
2020,4,2,NSW,Ford,Sedan,Petrol,45400.0
2019,3,1,ACT,Toyota,SUV,Hybrid,55800.0
2020,9,3,ACT,Ford,Sedan,Petrol,48900.0
2023,5,2,QLD,Mazda,Ute,Hybrid,51900.0
2024,7,3,WA,Hyundai,SUV,Petrol,38000.0
2019,12,4,NSW,Toyota,Hatchback,Diesel,38400.0
2023,6,2,ACT,Mazda,Sedan,Electric,59800.0
2021,10,4,NSW,Toyota,Van,Petrol,44200.0
2022,5,2,NSW,Nissan,SUV,Petrol,41600.0
2024,7,3,NSW,Kia,Wagon,Diesel,41800.0
2021,11,4,VIC,Hyundai,Ute,Petrol,33900.0
2022,6,2,QLD,Kia,Sedan,Petrol,31700.0
2019,10,4,VIC,Mitsubishi,Sedan,Diesel,39400.0
2019,2,1,ACT,Nissan,SUV,Petrol,40100.0
2021,3,1,VIC,Toyota,Van,Petrol,43900.0
2019,2,1,NSW,Mazda,Ute,Diesel,41500.0
2023,12,4,VIC,Nissan,SUV,Diesel,44400.0
2022,3,1,QLD,Hyundai,SUV,Petrol,35300.0
2022,1,1,WA,Toyota,SUV,Hybrid,58300.0
2020,8,3,VIC,Toyota,Sedan,Diesel,46100.0
2021,6,2,VIC,Toyota,Sedan,Diesel,42900.0
2023,2,1,NSW,Nissan,Sedan,Petrol,38200.0
2024,8,3,QLD,Mazda,SUV,Petrol,41700.0
2019,6,2,TAS,Nissan,Sedan,Diesel,34500.0
2024,7,3,NSW,Nissan,Sedan,Hybrid,45700.0
2023,11,4,WA,Mitsubishi,SUV,Hybrid,55500.0
2023,1,1,VIC,Toyota,SUV,Petrol,54300.0
2022,7,3,NSW,Toyota,SUV,Diesel,53200.0
2019,3,1,SA,Ford,Hatchback,Diesel,41300.0
2019,11,4,VIC,Ford,Ute,Petrol,51300.0
2023,12,4,VIC,Mitsubishi,Wagon,Petrol,42100.0
2021,8,3,NSW,Ford,SUV,Diesel,66900.0
2024,6,2,NSW,Nissan,Hatchback,Hybrid,42500.0
2022,4,2,WA,Kia,Sedan,Petrol,33300.0
2020,11,4,QLD,Tesla,Sedan,Electric,129500.0
2023,8,3,SA,Nissan,SUV,Diesel,43600.0
2021,9,3,NSW,Toyota,Ute,Diesel,48700.0
2022,10,4,NSW,Mazda,Hatchback,Diesel,37400.0
2023,2,1,NSW,Toyota,SUV,Diesel,56000.0
2024,6,2,VIC,Toyota,SUV,Diesel,54700.0
2024,5,2,TAS,Kia,Ute,Petrol,33900.0
2023,5,2,QLD,Hyundai,Wagon,Petrol,36000.0
2023,10,4,NSW,Ford,Ute,Diesel,59700.0
2024,11,4,WA,Nissan,SUV,Petrol,45400.0
2021,3,1,QLD,Toyota,Sedan,Diesel,42500.0
2019,12,4,NSW,Kia,SUV,Diesel,37500.0
2021,8,3,WA,Toyota,Hatchback,Petrol,37600.0
2020,8,3,NSW,Hyundai,Ute,Diesel,42400.0
2023,12,4,NSW,Kia,Sedan,Diesel,35800.0
2023,5,2,NSW,Nissan,SUV,Petrol,42400.0
2023,8,3,VIC,Hyundai,Van,Diesel,39800.0
2019,10,4,VIC,Toyota,Ute,Hybrid,55800.0
2023,8,3,NSW,Hyundai,Wagon,Petrol,33900.0
2021,3,1,NSW,Toyota,Sedan,Diesel,44300.0
2023,2,1,QLD,Mazda,Hatchback,Petrol,32200.0
2022,9,3,TAS,Mitsubishi,Hatchback,Petrol,31300.0
2021,2,1,QLD,Toyota,SUV,Petrol,45000.0
2020,9,3,NSW,Ford,Van,Diesel,59200.0
2019,4,2,NSW,Mitsubishi,SUV,Petrol,47200.0
2024,12,4,NSW,Ford,Ute,Petrol,61900.0
2024,2,1,NSW,Toyota,Van,Hybrid,57300.0
2023,10,4,VIC,Nissan,SUV,Petrol,45300.0
2019,1,1,QLD,Hyundai,Ute,Petrol,34000.0
2022,4,2,QLD,BYD,Sedan,Electric,80800.0
2023,9,3,QLD,Hyundai,Ute,Petrol,36800.0
2023,12,4,NSW,Ford,Hatchback,Petrol,41800.0
2019,9,3,VIC,Hyundai,Sedan,Diesel,35000.0
2019,4,2,QLD,Hyundai,Hatchback,Petrol,26700.0
2023,9,3,VIC,Toyota,SUV,Petrol,52900.0
2021,12,4,NSW,Hyundai,SUV,Hybrid,45400.0
2021,6,2,VIC,Nissan,Sedan,Hybrid,43000.0
2019,1,1,NSW,Tesla,Ute,Electric,135800.0
2022,10,4,NSW,Toyota,SUV,Hybrid,65600.0
2024,6,2,WA,Mitsubishi,Ute,Hybrid,57800.0
2024,9,3,WA,Nissan,SUV,Diesel,45000.0
2023,2,1,NSW,Tesla,Ute,Electric,149500.0
2022,6,2,NSW,Toyota,SUV,Diesel,56900.0
2019,2,1,QLD,Nissan,Ute,Petrol,35000.0
2022,4,2,NSW,Hyundai,Ute,Hybrid,47800.0
2021,8,3,VIC,Ford,Van,Petrol,49800.0
2023,7,3,NSW,Kia,Ute,Petrol,38300.0
2021,11,4,NSW,Isuzu,Ute,Diesel,75200.0
2020,12,4,QLD,Nissan,Hatchback,Diesel,31300.0
2019,9,3,WA,Nissan,Ute,Diesel,42800.0
2021,7,3,NSW,Toyota,SUV,Petrol,50300.0
2019,1,1,VIC,Nissan,Hatchback,Petrol,27200.0
2020,2,1,NSW,Toyota,Ute,Petrol,48900.0
2024,6,2,NSW,Mazda,Sedan,Diesel,40800.0
2022,7,3,TAS,Kia,Ute,Petrol,33500.0
2022,3,1,QLD,Ford,Hatchback,Petrol,41000.0
2024,9,3,VIC,Mitsubishi,Wagon,Petrol,42500.0
2024,7,3,QLD,Ford,Van,Petrol,50000.0
2023,6,2,WA,Nissan,SUV,Hybrid,49400.0
2024,6,2,WA,Mazda,Sedan,Hybrid,48500.0
2021,1,1,NSW,Mazda,SUV,Petrol,45200.0
2021,5,2,NSW,Nissan,SUV,Petrol,41400.0
2022,10,4,QLD,Toyota,Hatchback,Petrol,33300.0
2023,3,1,VIC,Mitsubishi,SUV,Petrol,50700.0
2023,7,3,TAS,Tesla,Sedan,Electric,123500.0
2021,10,4,QLD,Kia,Ute,Diesel,36400.0
2020,3,1,SA,Tesla,Ute,Electric,131500.0
2023,5,2,NSW,Toyota,SUV,Hybrid,62000.0
2020,7,3,WA,Isuzu,SUV,Diesel,79000.0
2023,3,1,VIC,Toyota,Sedan,Diesel,48100.0
2023,10,4,TAS,Hyundai,SUV,Hybrid,44000.0
2023,2,1,NSW,Toyota,Wagon,Petrol,48600.0
2023,6,2,VIC,Kia,Hatchback,Petrol,28200.0
2024,8,3,QLD,Tesla,Sedan,Electric,134800.0
2022,4,2,VIC,Nissan,Hatchback,Petrol,30300.0
2023,9,3,VIC,Tesla,SUV,Electric,167400.0
2023,12,4,TAS,Kia,Ute,Hybrid,38300.0
2020,12,4,VIC,Nissan,SUV,Petrol,38100.0
2019,8,3,QLD,Ford,Ute,Petrol,50300.0
2021,7,3,NSW,Kia,Sedan,Diesel,33600.0
2022,7,3,WA,Mitsubishi,SUV,Petrol,47400.0
2023,3,1,QLD,Ford,SUV,Petrol,59700.0
2024,6,2,VIC,Isuzu,SUV,Petrol,79600.0
2020,5,2,NSW,Mazda,Ute,Petrol,38000.0
2020,1,1,VIC,Kia,SUV,Diesel,38700.0
2024,11,4,NSW,Tesla,Ute,Electric,167200.0
2019,3,1,NSW,Nissan,Ute,Petrol,36900.0
2022,12,4,QLD,Nissan,Ute,Petrol,38900.0
2023,1,1,NSW,Kia,Ute,Petrol,39000.0
2022,4,2,NSW,Mitsubishi,SUV,Hybrid,58500.0
2019,10,4,QLD,Hyundai,Sedan,Petrol,30600.0
2019,3,1,NSW,Ford,Van,Diesel,53500.0
2019,11,4,NSW,Nissan,Sedan,Petrol,33700.0
2023,4,2,NSW,Nissan,Sedan,Petrol,37900.0
2022,9,3,VIC,Nissan,Ute,Electric,58700.0
2020,3,1,QLD,Toyota,SUV,Petrol,43600.0
2023,12,4,QLD,Isuzu,Ute,Petrol,71500.0
2024,6,2,NSW,Nissan,Hatchback,Petrol,34000.0
2019,6,2,NSW,Hyundai,SUV,Petrol,37100.0
2022,7,3,NSW,Kia,Hatchback,Petrol,30000.0
2023,9,3,VIC,BYD,SUV,Electric,107500.0
2021,12,4,SA,Kia,Sedan,Hybrid,37600.0
2021,7,3,NSW,Nissan,Hatchback,Hybrid,39100.0
2023,1,1,NSW,Ford,Hatchback,Petrol,43600.0
2024,8,3,NSW,Tesla,Hatchback,Electric,123800.0
2024,5,2,QLD,BYD,Van,Electric,98200.0
2023,9,3,QLD,Ford,Sedan,Petrol,50100.0
2023,10,4,QLD,Nissan,Ute,Hybrid,45000.0
2021,12,4,WA,Kia,SUV,Petrol,36700.0
2023,5,2,VIC,Ford,SUV,Diesel,61300.0
2022,5,2,NSW,Toyota,Sedan,Hybrid,50700.0
2020,12,4,NSW,Hyundai,Ute,Diesel,40800.0
2023,12,4,QLD,Tesla,Sedan,Electric,122600.0
2022,2,1,QLD,Nissan,Hatchback,Hybrid,37000.0
2021,12,4,VIC,Mazda,Ute,Diesel,46400.0
2024,11,4,QLD,Hyundai,SUV,Electric,64500.0
2019,3,1,QLD,Toyota,Ute,Petrol,40100.0
2021,10,4,WA,Tesla,Sedan,Electric,134000.0
2019,9,3,VIC,Nissan,Sedan,Hybrid,42600.0
2023,7,3,QLD,Mitsubishi,Hatchback,Petrol,32200.0
2023,1,1,NSW,Mitsubishi,Sedan,Petrol,41100.0
2021,3,1,QLD,Kia,Hatchback,Petrol,27800.0
2023,12,4,SA,Toyota,Ute,Diesel,47400.0
2022,2,1,VIC,Tesla,Sedan,Electric,142000.0
2023,1,1,QLD,Mitsubishi,Ute,Petrol,43600.0
2022,9,3,QLD,Mitsubishi,SUV,Hybrid,51500.0
2022,8,3,NSW,Nissan,SUV,Diesel,46600.0
2024,5,2,VIC,BYD,SUV,Electric,107500.0
2021,11,4,NSW,BYD,Sedan,Electric,86200.0
2020,12,4,ACT,Nissan,SUV,Petrol,42000.0
2023,2,1,WA,Nissan,Wagon,Hybrid,45900.0
2024,1,1,NSW,Kia,Sedan,Hybrid,41700.0
2021,7,3,NSW,Toyota,Ute,Diesel,48600.0
2019,11,4,VIC,Ford,SUV,Petrol,55700.0
2021,11,4,VIC,BYD,SUV,Electric,102600.0
2022,2,1,NSW,Toyota,SUV,Hybrid,64500.0
2020,1,1,VIC,Toyota,Ute,Diesel,51700.0
2023,2,1,VIC,Toyota,Sedan,Petrol,42000.0
2024,7,3,NSW,Tesla,Sedan,Electric,132900.0
2022,7,3,WA,Kia,Sedan,Petrol,33600.0
2021,10,4,SA,Hyundai,Ute,Petrol,35100.0
2022,6,2,QLD,Toyota,SUV,Hybrid,54500.0
2019,5,2,WA,Tesla,Ute,Electric,142000.0
2024,3,1,NSW,Hyundai,Sedan,Petrol,33100.0
2022,12,4,NSW,Mazda,Ute,Petrol,39000.0
2021,3,1,NSW,Mitsubishi,SUV,Hybrid,57300.0
2023,11,4,QLD,Kia,SUV,Petrol,34800.0
2022,12,4,SA,Hyundai,SUV,Electric,60300.0
2023,9,3,QLD,Mitsubishi,Wagon,Petrol,43000.0
2019,4,2,WA,Mazda,Sedan,Petrol,34400.0
2024,9,3,QLD,BYD,Wagon,Electric,87600.0
2024,4,2,VIC,Mazda,Sedan,Petrol,37300.0
2023,2,1,VIC,Toyota,SUV,Electric,77300.0
2024,4,2,NSW,BYD,Sedan,Electric,95000.0
2020,6,2,NSW,Tesla,SUV,Electric,146400.0
2022,6,2,QLD,Toyota,Hatchback,Hybrid,43400.0
2023,5,2,VIC,Toyota,Hatchback,Electric,58200.0
2023,1,1,VIC,Isuzu,Ute,Hybrid,95400.0
2022,3,1,VIC,BYD,Sedan,Electric,94700.0
2021,5,2,NSW,Hyundai,Sedan,Petrol,33400.0
2020,6,2,VIC,Mitsubishi,Wagon,Petrol,40700.0
2022,1,1,VIC,Toyota,SUV,Diesel,51800.0
2020,9,3,VIC,Kia,Ute,Diesel,36300.0
2023,3,1,WA,Toyota,Sedan,Electric,69800.0
2020,10,4,VIC,Hyundai,Wagon,Petrol,34200.0
2019,3,1,QLD,Toyota,Hatchback,Diesel,34500.0
2022,11,4,WA,Ford,Wagon,Electric,79300.0
2023,2,1,WA,Ford,Sedan,Petrol,52400.0
2024,8,3,WA,Ford,SUV,Hybrid,71100.0
2023,3,1,NSW,Toyota,Sedan,Petrol,42000.0
2021,6,2,NSW,Hyundai,Ute,Diesel,43300.0
2024,2,1,NSW,BYD,Ute,Electric,106100.0
2022,7,3,NSW,Hyundai,SUV,Petrol,39500.0
2019,4,2,SA,Tesla,Sedan,Electric,112300.0
2023,9,3,QLD,Hyundai,SUV,Petrol,40300.0
2024,10,4,NSW,Ford,Hatchback,Petrol,48000.0
2022,9,3,NSW,Kia,SUV,Electric,59100.0
2021,7,3,NSW,Nissan,Ute,Diesel,40600.0
2020,12,4,QLD,Toyota,SUV,Petrol,44700.0
2020,8,3,QLD,Toyota,SUV,Electric,66700.0
2022,3,1,WA,Mitsubishi,Van,Diesel,44500.0
2023,11,4,SA,Nissan,SUV,Hybrid,47900.0
2019,5,2,NSW,Nissan,SUV,Petrol,37400.0
2024,2,1,NSW,Ford,SUV,Petrol,65300.0
2023,10,4,NSW,Ford,Sedan,Hybrid,58100.0
2023,7,3,VIC,Mitsubishi,Ute,Petrol,45100.0
2024,8,3,SA,Kia,SUV,Diesel,38700.0
2019,9,3,VIC,Mitsubishi,Ute,Petrol,42600.0
2022,11,4,QLD,Nissan,SUV,Petrol,37400.0
2023,11,4,VIC,BYD,Hatchback,Electric,80900.0
2024,7,3,NSW,Kia,Hatchback,Petrol,31300.0
2024,10,4,NSW,Ford,Wagon,Electric,89900.0
2021,10,4,VIC,Mitsubishi,Van,Petrol,43200.0
2024,8,3,QLD,Ford,SUV,Petrol,54000.0
2020,12,4,NSW,Ford,SUV,Petrol,52700.0
2024,9,3,QLD,Toyota,Ute,Hybrid,59100.0
2024,6,2,WA,Toyota,SUV,Hybrid,60300.0
2020,12,4,VIC,Ford,SUV,Diesel,59900.0
2023,12,4,QLD,Isuzu,SUV,Petrol,78700.0
2019,10,4,VIC,Mazda,Sedan,Petrol,35500.0
2022,2,1,QLD,Kia,Sedan,Hybrid,39100.0
2022,2,1,QLD,Hyundai,SUV,Electric,60700.0
2023,4,2,TAS,Toyota,SUV,Diesel,51300.0
2024,9,3,VIC,Nissan,Ute,Petrol,42900.0
2023,7,3,VIC,Isuzu,SUV,Petrol,76000.0
2022,2,1,NSW,Toyota,Wagon,Petrol,48200.0
2024,8,3,NSW,Tesla,SUV,Electric,163300.0
2024,11,4,QLD,Hyundai,Ute,Hybrid,45800.0
2019,7,3,SA,Nissan,Sedan,Petrol,29800.0
2024,9,3,VIC,Hyundai,SUV,Petrol,38800.0
2019,8,3,NSW,Mazda,Sedan,Petrol,35000.0
2024,3,1,NSW,Kia,Sedan,Diesel,36900.0
2021,1,1,VIC,Isuzu,Hatchback,Petrol,55800.0
2020,2,1,NSW,Mazda,Ute,Petrol,40100.0
2022,2,1,NSW,Tesla,SUV,Electric,162000.0
2023,4,2,QLD,Toyota,SUV,Hybrid,55900.0
2021,6,2,NSW,Nissan,SUV,Petrol,41300.0
2019,4,2,VIC,Toyota,SUV,Petrol,48200.0
2023,9,3,QLD,Nissan,Sedan,Petrol,33600.0
2024,4,2,NSW,Ford,Wagon,Petrol,54100.0
