date,city,month,day_of_year,temp_max,temp_min,temp_range,rainfall_mm,uv_index
2023-11-26,Hobart,11,330,17.8,7.0,10.8,2.0,4.9
2023-11-27,Hobart,11,331,20.0,8.1,11.9,0.0,5.1
2023-11-28,Hobart,11,332,15.9,6.6,9.3,0.0,4.4
2023-11-29,Hobart,11,333,18.2,12.1,6.1,0.0,4.9
2023-11-30,Hobart,11,334,19.0,7.8,11.2,0.0,5.8
2023-12-01,Hobart,12,335,17.8,5.8,12.0,0.0,4.4
2023-12-02,Hobart,12,336,19.4,9.6,9.8,0.0,5.2
2023-12-03,Hobart,12,337,22.6,11.9,10.7,0.0,4.3
2023-12-04,Hobart,12,338,20.2,13.1,7.1,0.0,4.2
2023-12-05,Hobart,12,339,21.1,14.9,6.2,0.0,5.8
2023-12-06,Hobart,12,340,20.6,11.7,8.9,0.0,4.1
2023-12-07,Hobart,12,341,18.1,8.7,9.4,0.0,5.2
2023-12-08,Hobart,12,342,23.8,16.8,7.0,0.0,4.3
2023-12-09,Hobart,12,343,25.0,15.2,9.8,0.0,4.8
2023-12-10,Hobart,12,344,20.5,10.8,9.7,1.9,5.5
2023-12-11,Hobart,12,345,20.3,10.3,10.0,0.0,5.9
2023-12-12,Hobart,12,346,20.9,12.1,8.8,1.5,5.5
2023-12-13,Hobart,12,347,23.6,15.0,8.6,0.6,4.7
2023-12-14,Hobart,12,348,25.5,15.2,10.3,1.0,4.0
2023-12-15,Hobart,12,349,22.3,15.1,7.2,0.2,5.2
2023-12-16,Hobart,12,350,23.6,17.6,6.0,0.8,4.7
2023-12-17,Hobart,12,351,19.1,7.8,11.3,3.6,5.3
2023-12-18,Hobart,12,352,20.2,12.0,8.2,0.0,4.1
2023-12-19,Hobart,12,353,20.8,13.2,7.6,0.0,5.3
2023-12-20,Hobart,12,354,26.1,19.4,6.7,0.0,4.0
2023-12-21,Hobart,12,355,17.6,8.4,9.2,0.0,5.4
2023-12-22,Hobart,12,356,21.4,14.5,6.9,0.0,5.7
2023-12-23,Hobart,12,357,17.7,11.1,6.6,0.1,5.6
2023-12-24,Hobart,12,358,22.2,15.9,6.3,0.0,5.5
2023-12-25,Hobart,12,359,18.4,7.4,11.0,0.0,5.4
2023-12-26,Hobart,12,360,16.2,4.9,11.3,0.0,4.0
2023-12-27,Hobart,12,361,24.0,16.8,7.2,0.0,5.4
2023-12-28,Hobart,12,362,21.9,14.3,7.6,0.0,4.9
2023-12-29,Hobart,12,363,24.8,14.7,10.1,0.3,4.4
2023-12-30,Hobart,12,364,20.0,9.0,11.0,0.0,5.3
2023-12-31,Hobart,12,365,23.0,15.8,7.2,0.0,5.2
2024-01-01,Hobart,1,1,19.3,7.9,11.4,2.2,5.7
2024-01-02,Hobart,1,2,23.3,15.0,8.3,0.0,4.3
2024-01-03,Hobart,1,3,20.7,8.7,12.0,0.2,4.2
2024-01-04,Hobart,1,4,26.2,16.5,9.7,0.0,4.2
2024-01-05,Hobart,1,5,22.8,16.1,6.7,1.9,5.2
2024-01-06,Hobart,1,6,19.8,12.6,7.2,0.0,4.0
2024-01-07,Hobart,1,7,19.9,8.9,11.0,0.7,5.0
2024-01-08,Hobart,1,8,19.4,11.3,8.1,0.7,4.9
2024-01-09,Hobart,1,9,24.6,17.1,7.5,0.0,5.0
2024-01-10,Hobart,1,10,24.3,17.5,6.8,0.8,4.7
2024-01-11,Hobart,1,11,23.1,16.6,6.5,0.0,4.0
2024-01-12,Hobart,1,12,21.5,11.8,9.7,0.0,4.4
2024-01-13,Hobart,1,13,23.0,14.9,8.1,0.0,5.5
2024-01-14,Hobart,1,14,20.8,10.3,10.5,0.2,5.1
2024-01-15,Hobart,1,15,19.7,12.5,7.2,0.0,4.7
2024-01-16,Hobart,1,16,20.4,14.3,6.1,0.0,5.0
2024-01-17,Hobart,1,17,22.4,15.6,6.8,0.0,4.1
2024-01-18,Hobart,1,18,22.8,12.1,10.7,0.0,5.4
2024-01-19,Hobart,1,19,25.2,14.4,10.8,1.2,5.8
2024-01-20,Hobart,1,20,22.3,14.1,8.2,0.3,5.7
2024-01-21,Hobart,1,21,28.8,18.6,10.2,0.0,5.6
2024-01-22,Hobart,1,22,19.2,9.4,9.8,0.0,5.6
2024-01-23,Hobart,1,23,20.0,11.8,8.2,0.9,5.4
2024-01-24,Hobart,1,24,22.8,14.0,8.8,0.0,5.1
2024-01-25,Hobart,1,25,20.3,12.1,8.2,0.8,5.5
2024-01-26,Hobart,1,26,19.0,7.7,11.3,0.0,5.2
2024-01-27,Hobart,1,27,19.5,12.3,7.2,0.0,5.7
2024-01-28,Hobart,1,28,22.0,14.4,7.6,0.0,4.0
2024-01-29,Hobart,1,29,22.5,11.9,10.6,0.0,5.8
2024-01-30,Hobart,1,30,23.9,17.3,6.6,0.5,4.7
2024-01-31,Hobart,1,31,20.2,11.3,8.9,0.0,4.6
2024-02-01,Hobart,2,32,20.7,10.7,10.0,1.1,4.0
2024-02-02,Hobart,2,33,19.9,9.1,10.8,0.0,4.9
2024-02-03,Hobart,2,34,18.8,7.3,11.5,0.0,5.2
2024-02-04,Hobart,2,35,20.7,10.4,10.3,3.6,4.7
2024-02-05,Hobart,2,36,17.8,8.4,9.4,2.7,4.9
2024-02-06,Hobart,2,37,22.5,16.1,6.4,0.0,4.1
2024-02-07,Hobart,2,38,19.4,11.8,7.6,0.0,5.3
2024-02-08,Hobart,2,39,23.2,11.4,11.8,2.1,5.1
2024-02-09,Hobart,2,40,21.4,10.1,11.3,3.6,4.9
2024-02-10,Hobart,2,41,26.2,17.1,9.1,1.2,4.0
2024-02-11,Hobart,2,42,20.7,11.3,9.4,0.0,4.4
2024-02-12,Hobart,2,43,22.5,13.0,9.5,0.0,4.3
2024-02-13,Hobart,2,44,21.1,10.5,10.6,0.0,5.7
2024-02-14,Hobart,2,45,25.2,18.4,6.8,0.4,4.7
2024-02-15,Hobart,2,46,19.9,9.4,10.5,0.0,5.1
2024-02-16,Hobart,2,47,22.9,11.8,11.1,0.0,5.5
2024-02-17,Hobart,2,48,23.4,12.5,10.9,0.0,4.3
2024-02-18,Hobart,2,49,24.7,18.3,6.4,0.0,5.4
2024-02-19,Hobart,2,50,22.5,13.9,8.6,0.0,5.2
2024-02-20,Hobart,2,51,19.3,11.8,7.5,1.4,5.5
2024-02-21,Hobart,2,52,15.1,9.0,6.1,0.0,4.5
2024-02-22,Hobart,2,53,22.6,12.0,10.6,0.0,5.5
2024-02-23,Hobart,2,54,21.3,11.8,9.5,0.0,4.5
2024-02-24,Hobart,2,55,25.6,19.4,6.2,0.0,4.1
2024-02-25,Hobart,2,56,19.5,11.1,8.4,1.0,5.2
2024-02-26,Hobart,2,57,19.1,8.0,11.1,2.1,5.4
2024-02-27,Hobart,2,58,19.5,8.6,10.9,0.0,4.0
2024-02-28,Hobart,2,59,22.2,15.4,6.8,0.0,3.9
2024-02-29,Hobart,2,60,22.0,11.1,10.9,0.0,4.3
2024-03-01,Hobart,3,61,20.7,12.9,7.8,0.0,5.1
2024-03-02,Hobart,3,62,21.4,9.8,11.6,6.5,5.2
2024-03-03,Hobart,3,63,23.0,11.8,11.2,1.4,5.1
2024-03-04,Hobart,3,64,18.9,11.2,7.7,0.0,5.6
2024-03-05,Hobart,3,65,19.9,10.2,9.7,0.0,5.3
2024-03-06,Hobart,3,66,20.1,12.2,7.9,3.2,4.7
2024-03-07,Hobart,3,67,20.9,11.4,9.5,0.0,4.0
2024-03-08,Hobart,3,68,19.1,7.9,11.2,0.0,4.6
2024-03-09,Hobart,3,69,16.7,5.8,10.9,0.0,5.5
2024-03-10,Hobart,3,70,21.1,10.1,11.0,0.0,5.1
2024-03-11,Hobart,3,71,23.5,17.3,6.2,0.0,5.4
2024-03-12,Hobart,3,72,20.2,14.2,6.0,0.0,4.0
2024-03-13,Hobart,3,73,16.2,9.7,6.5,0.0,4.0
2024-03-14,Hobart,3,74,24.0,14.1,9.9,3.5,5.1
2024-03-15,Hobart,3,75,22.9,11.2,11.7,0.0,4.6
2024-03-16,Hobart,3,76,17.7,8.2,9.5,0.0,5.5
2024-03-17,Hobart,3,77,19.7,11.8,7.9,0.0,4.1
2024-03-18,Hobart,3,78,18.8,8.7,10.1,0.0,4.7
2024-03-19,Hobart,3,79,18.1,10.6,7.5,0.0,5.4
2024-03-20,Hobart,3,80,23.9,17.3,6.6,0.0,5.5
2024-03-21,Hobart,3,81,22.8,13.1,9.7,2.1,5.7
2024-03-22,Hobart,3,82,21.7,11.1,10.6,1.3,4.1
2024-03-23,Hobart,3,83,20.7,12.9,7.8,0.0,4.2
2024-03-24,Hobart,3,84,23.0,12.9,10.1,0.0,5.8
2024-03-25,Hobart,3,85,21.6,10.9,10.7,0.0,4.2
2024-03-26,Hobart,3,86,23.3,16.8,6.5,0.0,5.3
2024-03-27,Hobart,3,87,23.3,17.0,6.3,0.0,4.8
2024-03-28,Hobart,3,88,13.4,3.8,9.6,0.0,4.3
2024-03-29,Hobart,3,89,23.7,16.1,7.6,0.0,5.8
2024-03-30,Hobart,3,90,21.5,15.3,6.2,0.0,5.6
2024-03-31,Hobart,3,91,16.2,6.1,10.1,1.8,4.2
2024-04-01,Hobart,4,92,19.7,9.1,10.6,1.5,5.5
2024-04-02,Hobart,4,93,19.9,9.7,10.2,2.8,4.3
2024-04-03,Hobart,4,94,20.7,9.9,10.8,0.0,5.2
2024-04-04,Hobart,4,95,15.6,8.9,6.7,0.6,5.0
2024-04-05,Hobart,4,96,18.7,12.0,6.7,3.9,5.4
2024-04-06,Hobart,4,97,18.3,11.0,7.3,0.0,4.0
2024-04-07,Hobart,4,98,14.8,7.9,6.9,0.0,4.3
2024-04-08,Hobart,4,99,15.6,9.6,6.0,0.0,3.9
2024-04-09,Hobart,4,100,19.0,11.2,7.8,4.4,4.5
2024-04-10,Hobart,4,101,12.7,5.9,6.8,0.0,4.3
2024-04-11,Hobart,4,102,16.3,7.1,9.2,0.0,5.8
2024-04-12,Hobart,4,103,18.6,8.5,10.1,0.0,5.2
2024-04-13,Hobart,4,104,16.9,7.5,9.4,1.7,5.3
2024-04-14,Hobart,4,105,22.1,10.6,11.5,0.0,4.4
2024-04-15,Hobart,4,106,10.1,1.5,8.6,0.0,4.4
2024-04-16,Hobart,4,107,18.1,7.5,10.6,1.1,5.5
2024-04-17,Hobart,4,108,17.8,9.0,8.8,0.0,4.1
2024-04-18,Hobart,4,109,15.3,7.4,7.9,0.0,4.0
2024-04-19,Hobart,4,110,20.1,11.1,9.0,0.0,4.4
2024-04-20,Hobart,4,111,17.9,11.1,6.8,0.0,5.3
2024-04-21,Hobart,4,112,22.3,15.3,7.0,0.0,4.6
2024-04-22,Hobart,4,113,14.7,7.4,7.3,0.0,4.1
2024-04-23,Hobart,4,114,16.7,7.0,9.7,0.6,5.5
2024-04-24,Hobart,4,115,17.0,7.4,9.6,1.4,5.3
2024-04-25,Hobart,4,116,18.3,8.9,9.4,0.0,4.9
2024-04-26,Hobart,4,117,14.3,3.6,10.7,0.0,4.9
2024-04-27,Hobart,4,118,16.8,10.3,6.5,5.3,5.5
2024-04-28,Hobart,4,119,11.8,1.5,10.3,0.0,5.8
2024-04-29,Hobart,4,120,20.7,14.0,6.7,0.0,3.9
2024-04-30,Hobart,4,121,18.2,9.7,8.5,0.0,3.9
2024-05-01,Hobart,5,122,16.2,4.5,11.7,0.0,4.6
2024-05-02,Hobart,5,123,14.3,8.1,6.2,0.0,5.8
2024-05-03,Hobart,5,124,15.3,5.2,10.1,3.3,4.1
2024-05-04,Hobart,5,125,8.9,0.6,8.3,0.0,5.7
2024-05-05,Hobart,5,126,15.5,4.4,11.1,0.0,5.1
2024-05-06,Hobart,5,127,17.2,6.3,10.9,1.0,4.4
2024-05-07,Hobart,5,128,14.3,4.9,9.4,0.9,4.3
2024-05-08,Hobart,5,129,13.5,7.3,6.2,0.0,4.7
2024-05-09,Hobart,5,130,13.8,1.8,12.0,1.7,5.0
2024-05-10,Hobart,5,131,11.0,4.2,6.8,0.0,4.8
2024-05-11,Hobart,5,132,15.9,6.3,9.6,2.4,5.1
2024-05-12,Hobart,5,133,16.5,5.2,11.3,1.8,4.3
2024-05-13,Hobart,5,134,13.2,6.7,6.5,0.0,4.2
2024-05-14,Hobart,5,135,13.3,6.3,7.0,0.0,5.2
2024-05-15,Hobart,5,136,12.8,3.2,9.6,3.1,4.0
2024-05-16,Hobart,5,137,18.4,12.0,6.4,0.0,4.6
2024-05-17,Hobart,5,138,14.7,3.5,11.2,0.0,5.6
2024-05-18,Hobart,5,139,14.7,5.9,8.8,0.0,5.7
2024-05-19,Hobart,5,140,14.0,4.1,9.9,2.5,4.0
2024-05-20,Hobart,5,141,12.5,2.7,9.8,0.6,3.9
2024-05-21,Hobart,5,142,10.3,0.5,9.8,0.0,5.4
2024-05-22,Hobart,5,143,12.8,1.2,11.6,0.0,5.4
2024-05-23,Hobart,5,144,11.9,0.7,11.2,0.0,4.2
2024-05-24,Hobart,5,145,11.1,-0.1,11.2,0.0,5.0
2024-05-25,Hobart,5,146,9.6,-0.8,10.4,0.9,5.1
2024-05-26,Hobart,5,147,20.7,13.1,7.6,0.0,5.6
2024-05-27,Hobart,5,148,11.2,1.0,10.2,0.4,5.0
2024-05-28,Hobart,5,149,12.6,1.4,11.2,0.0,5.1
2024-05-29,Hobart,5,150,14.0,7.5,6.5,0.0,4.0
2024-05-30,Hobart,5,151,14.0,8.0,6.0,0.0,4.5
2024-05-31,Hobart,5,152,12.5,2.4,10.1,0.1,5.7
2024-06-01,Hobart,6,153,14.4,4.0,10.4,1.3,5.3
2024-06-02,Hobart,6,154,10.6,4.5,6.1,0.0,5.2
2024-06-03,Hobart,6,155,10.9,4.0,6.9,5.3,5.3
2024-06-04,Hobart,6,156,15.3,8.5,6.8,8.1,5.5
2024-06-05,Hobart,6,157,12.5,2.8,9.7,0.8,4.5
2024-06-06,Hobart,6,158,13.7,7.1,6.6,0.0,4.1
2024-06-07,Hobart,6,159,11.1,0.0,11.1,0.2,5.7
2024-06-08,Hobart,6,160,14.6,4.1,10.5,0.0,5.5
2024-06-09,Hobart,6,161,11.3,1.2,10.1,0.0,4.6
2024-06-10,Hobart,6,162,13.0,3.9,9.1,0.0,4.8
2024-06-11,Hobart,6,163,11.3,4.4,6.9,0.0,5.9
2024-06-12,Hobart,6,164,13.7,4.5,9.2,2.2,5.4
2024-06-13,Hobart,6,165,9.7,1.6,8.1,0.0,5.6
2024-06-14,Hobart,6,166,12.1,2.9,9.2,0.0,4.3
2024-06-15,Hobart,6,167,11.4,0.6,10.8,0.0,4.2
2024-06-16,Hobart,6,168,9.8,-0.1,9.9,0.9,5.4
2024-06-17,Hobart,6,169,13.8,6.7,7.1,0.0,5.0
2024-06-18,Hobart,6,170,6.8,-4.8,11.6,4.1,5.8
2024-06-19,Hobart,6,171,8.0,-1.7,9.7,0.0,3.9
2024-06-20,Hobart,6,172,12.8,2.4,10.4,1.5,5.2
2024-06-21,Hobart,6,173,12.8,6.8,6.0,0.0,5.3
2024-06-22,Hobart,6,174,11.5,0.1,11.4,0.0,4.8
2024-06-23,Hobart,6,175,11.7,2.7,9.0,0.0,4.9
2024-06-24,Hobart,6,176,8.9,-2.0,10.9,0.0,4.9
2024-06-25,Hobart,6,177,11.7,4.2,7.5,0.0,5.7
2024-06-26,Hobart,6,178,11.1,0.7,10.4,0.0,4.5
2024-06-27,Hobart,6,179,10.6,2.8,7.8,0.0,4.4
2024-06-28,Hobart,6,180,14.1,3.6,10.5,0.0,4.1
2024-06-29,Hobart,6,181,11.1,-0.3,11.4,0.0,5.8
2024-06-30,Hobart,6,182,13.9,6.8,7.1,0.0,4.3
2024-07-01,Hobart,7,183,9.9,1.2,8.7,0.0,4.2
2024-07-02,Hobart,7,184,16.7,9.4,7.3,0.0,3.9
2024-07-03,Hobart,7,185,9.4,-1.5,10.9,0.0,4.1
2024-07-04,Hobart,7,186,14.2,8.2,6.0,0.0,4.5
2024-07-05,Hobart,7,187,14.3,3.6,10.7,0.0,4.8
2024-07-06,Hobart,7,188,13.2,4.0,9.2,0.0,5.6
2024-07-07,Hobart,7,189,15.3,5.9,9.4,0.0,5.1
2024-07-08,Hobart,7,190,8.1,-3.0,11.1,0.0,5.1
2024-07-09,Hobart,7,191,11.0,4.0,7.0,0.0,4.2
2024-07-10,Hobart,7,192,13.4,5.6,7.8,0.0,4.7
2024-07-11,Hobart,7,193,13.3,3.9,9.4,0.1,5.1
2024-07-12,Hobart,7,194,13.6,2.1,11.5,0.0,5.6
2024-07-13,Hobart,7,195,13.1,3.6,9.5,0.8,5.2
2024-07-14,Hobart,7,196,14.7,5.0,9.7,0.0,4.3
2024-07-15,Hobart,7,197,13.5,4.4,9.1,0.3,5.2
2024-07-16,Hobart,7,198,12.9,5.4,7.5,0.0,4.8
2024-07-17,Hobart,7,199,10.0,-1.1,11.1,1.1,4.8
2024-07-18,Hobart,7,200,9.3,1.2,8.1,0.0,5.0
2024-07-19,Hobart,7,201,9.6,2.2,7.4,0.0,5.4
2024-07-20,Hobart,7,202,12.8,6.1,6.7,0.3,4.1
2024-07-21,Hobart,7,203,10.3,-0.2,10.5,0.0,4.2
2024-07-22,Hobart,7,204,9.4,2.0,7.4,0.1,5.2
2024-07-23,Hobart,7,205,9.6,2.2,7.4,0.0,4.6
2024-07-24,Hobart,7,206,16.4,9.0,7.4,1.0,4.9
2024-07-25,Hobart,7,207,12.6,4.7,7.9,1.3,5.4
2024-07-26,Hobart,7,208,7.9,-3.1,11.0,0.0,4.9
2024-07-27,Hobart,7,209,12.9,2.7,10.2,0.0,4.9
2024-07-28,Hobart,7,210,10.5,1.8,8.7,0.0,4.5
2024-07-29,Hobart,7,211,10.8,1.0,9.8,0.0,4.9
2024-07-30,Hobart,7,212,14.5,3.2,11.3,1.7,4.7
2024-07-31,Hobart,7,213,11.1,2.6,8.5,0.0,4.0
2024-08-01,Hobart,8,214,11.1,2.1,9.0,0.7,5.6
2024-08-02,Hobart,8,215,9.7,-1.9,11.6,0.0,5.1
2024-08-03,Hobart,8,216,11.2,4.4,6.8,0.0,4.6
2024-08-04,Hobart,8,217,6.9,-1.9,8.8,0.0,5.5
2024-08-05,Hobart,8,218,20.1,12.8,7.3,0.0,4.1
2024-08-06,Hobart,8,219,13.5,1.9,11.6,2.1,5.0
2024-08-07,Hobart,8,220,13.5,6.1,7.4,0.0,4.6
2024-08-08,Hobart,8,221,12.2,2.7,9.5,0.5,4.1
2024-08-09,Hobart,8,222,9.5,-1.9,11.4,0.0,5.1
2024-08-10,Hobart,8,223,12.3,4.0,8.3,0.0,5.4
2024-08-11,Hobart,8,224,14.5,8.0,6.5,0.0,5.0
2024-08-12,Hobart,8,225,9.2,1.6,7.6,0.8,4.7
2024-08-13,Hobart,8,226,11.9,5.4,6.5,0.4,4.0
2024-08-14,Hobart,8,227,12.7,1.0,11.7,0.0,5.2
2024-08-15,Hobart,8,228,9.3,-0.9,10.2,0.0,4.8
2024-08-16,Hobart,8,229,9.4,0.4,9.0,0.0,5.6
2024-08-17,Hobart,8,230,13.8,7.2,6.6,0.0,4.4
2024-08-18,Hobart,8,231,14.0,3.3,10.7,0.0,5.5
2024-08-19,Hobart,8,232,12.4,3.1,9.3,2.3,4.0
2024-08-20,Hobart,8,233,12.5,3.9,8.6,0.0,5.9
2024-08-21,Hobart,8,234,11.1,3.0,8.1,0.0,4.3
2024-08-22,Hobart,8,235,14.0,4.8,9.2,0.0,5.2
2024-08-23,Hobart,8,236,12.7,6.5,6.2,0.0,4.5
2024-08-24,Hobart,8,237,12.7,3.6,9.1,0.0,4.8
2024-08-25,Hobart,8,238,12.0,2.7,9.3,0.0,5.7
2024-08-26,Hobart,8,239,10.4,2.9,7.5,1.6,5.7
2024-08-27,Hobart,8,240,16.2,6.4,9.8,0.6,4.5
2024-08-28,Hobart,8,241,16.8,10.6,6.2,1.5,4.5
2024-08-29,Hobart,8,242,13.0,4.1,8.9,0.0,5.8
2024-08-30,Hobart,8,243,11.4,1.0,10.4,0.0,4.3
2024-08-31,Hobart,8,244,13.0,4.3,8.7,0.5,5.5
2024-09-01,Hobart,9,245,11.8,2.6,9.2,0.9,4.2
2024-09-02,Hobart,9,246,20.1,12.9,7.2,0.0,4.3
2024-09-03,Hobart,9,247,14.1,5.3,8.8,0.0,5.5
2024-09-04,Hobart,9,248,16.1,8.9,7.2,0.0,5.6
2024-09-05,Hobart,9,249,11.2,4.6,6.6,0.0,5.1
2024-09-06,Hobart,9,250,13.4,1.5,11.9,0.2,4.6
2024-09-07,Hobart,9,251,12.6,4.3,8.3,0.0,4.0
2024-09-08,Hobart,9,252,16.6,6.7,9.9,4.8,4.7
2024-09-09,Hobart,9,253,14.1,6.2,7.9,1.1,5.8
2024-09-10,Hobart,9,254,10.4,1.6,8.8,0.0,4.5
2024-09-11,Hobart,9,255,11.7,0.4,11.3,0.0,4.8
2024-09-12,Hobart,9,256,18.5,7.7,10.8,0.2,5.9
2024-09-13,Hobart,9,257,14.1,3.0,11.1,0.0,4.4
2024-09-14,Hobart,9,258,17.0,7.3,9.7,0.0,3.9
2024-09-15,Hobart,9,259,21.5,10.6,10.9,4.2,5.4
2024-09-16,Hobart,9,260,17.0,9.6,7.4,0.0,5.7
2024-09-17,Hobart,9,261,15.0,6.1,8.9,0.0,5.6
2024-09-18,Hobart,9,262,17.7,8.4,9.3,0.0,4.9
2024-09-19,Hobart,9,263,13.4,1.9,11.5,0.0,5.7
2024-09-20,Hobart,9,264,15.7,5.0,10.7,0.0,5.6
2024-09-21,Hobart,9,265,14.0,7.7,6.3,0.0,4.3
2024-09-22,Hobart,9,266,13.4,2.5,10.9,2.4,5.3
2024-09-23,Hobart,9,267,14.2,2.4,11.8,4.5,4.5
2024-09-24,Hobart,9,268,16.0,8.9,7.1,0.0,5.3
2024-09-25,Hobart,9,269,16.9,7.4,9.5,0.0,5.8
2024-09-26,Hobart,9,270,11.1,4.7,6.4,0.0,5.4
2024-09-27,Hobart,9,271,8.9,-1.4,10.3,0.0,4.1
2024-09-28,Hobart,9,272,17.2,10.6,6.6,0.0,5.5
2024-09-29,Hobart,9,273,12.4,4.2,8.2,0.0,4.6
2024-09-30,Hobart,9,274,19.0,10.1,8.9,0.0,5.7
2024-10-01,Hobart,10,275,19.8,10.2,9.6,0.2,5.1
2024-10-02,Hobart,10,276,16.2,8.7,7.5,0.0,5.9
2024-10-03,Hobart,10,277,15.3,6.7,8.6,0.8,4.1
2024-10-04,Hobart,10,278,15.2,9.0,6.2,0.0,4.5
2024-10-05,Hobart,10,279,14.6,5.9,8.7,0.0,3.9
2024-10-06,Hobart,10,280,15.5,5.8,9.7,0.0,3.9
2024-10-07,Hobart,10,281,22.6,13.5,9.1,0.0,5.7
2024-10-08,Hobart,10,282,22.4,14.5,7.9,0.0,4.9
2024-10-09,Hobart,10,283,17.6,10.6,7.0,0.0,4.1
2024-10-10,Hobart,10,284,15.4,6.5,8.9,0.0,4.7
2024-10-11,Hobart,10,285,17.2,10.2,7.0,0.2,5.9
2024-10-12,Hobart,10,286,16.3,8.3,8.0,0.0,5.6
2024-10-13,Hobart,10,287,16.6,8.0,8.6,0.3,5.9
2024-10-14,Hobart,10,288,16.1,7.7,8.4,0.0,4.7
2024-10-15,Hobart,10,289,15.9,6.8,9.1,0.0,5.5
2024-10-16,Hobart,10,290,14.7,6.9,7.8,0.0,5.8
2024-10-17,Hobart,10,291,19.3,10.0,9.3,1.4,4.6
2024-10-18,Hobart,10,292,16.9,9.0,7.9,1.7,4.7
2024-10-19,Hobart,10,293,17.7,10.9,6.8,0.0,5.1
2024-10-20,Hobart,10,294,16.8,10.1,6.7,0.0,3.9
2024-10-21,Hobart,10,295,16.7,6.7,10.0,0.0,4.1
2024-10-22,Hobart,10,296,17.1,10.2,6.9,0.0,4.8
2024-10-23,Hobart,10,297,12.7,5.9,6.8,0.0,4.4
2024-10-24,Hobart,10,298,15.2,5.9,9.3,0.0,4.9
2024-10-25,Hobart,10,299,17.8,9.5,8.3,0.0,4.8
2024-10-26,Hobart,10,300,19.9,8.9,11.0,7.1,5.0
2024-10-27,Hobart,10,301,18.6,9.7,8.9,0.3,4.9
2024-10-28,Hobart,10,302,19.5,8.3,11.2,1.3,4.7
2024-10-29,Hobart,10,303,13.6,3.8,9.8,0.0,4.8
2024-10-30,Hobart,10,304,17.9,7.7,10.2,0.0,5.3
2024-10-31,Hobart,10,305,15.1,5.4,9.7,0.3,5.4
2024-11-01,Hobart,11,306,20.3,10.4,9.9,1.3,5.2
2024-11-02,Hobart,11,307,18.0,9.5,8.5,0.6,5.1
2024-11-03,Hobart,11,308,14.6,6.3,8.3,1.9,5.2
2024-11-04,Hobart,11,309,19.1,7.9,11.2,0.0,4.2
2024-11-05,Hobart,11,310,22.3,15.7,6.6,0.0,5.1
2024-11-06,Hobart,11,311,19.4,10.9,8.5,1.3,5.5
2024-11-07,Hobart,11,312,19.4,7.8,11.6,0.3,4.4
2024-11-08,Hobart,11,313,18.8,7.3,11.5,0.0,4.4
2024-11-09,Hobart,11,314,19.6,11.0,8.6,1.5,4.8
2024-11-10,Hobart,11,315,22.2,10.3,11.9,6.7,4.7
2024-11-11,Hobart,11,316,21.5,10.6,10.9,0.0,4.6
2024-11-12,Hobart,11,317,14.7,7.2,7.5,0.0,4.6
2024-11-13,Hobart,11,318,19.8,8.1,11.7,0.0,5.6
2024-11-14,Hobart,11,319,20.4,11.6,8.8,0.4,3.9
2024-11-15,Hobart,11,320,19.2,8.3,10.9,1.5,5.4
2024-11-16,Hobart,11,321,19.5,11.4,8.1,0.0,4.1
2024-11-17,Hobart,11,322,20.6,12.6,8.0,2.5,4.1
2024-11-18,Hobart,11,323,19.4,10.0,9.4,0.0,4.2
2024-11-19,Hobart,11,324,17.6,8.4,9.2,0.8,4.3
2024-11-20,Hobart,11,325,18.7,7.8,10.9,0.0,5.0
2024-11-21,Hobart,11,326,21.6,13.8,7.8,0.0,4.1
2024-11-22,Hobart,11,327,21.0,12.4,8.6,0.8,5.3
2024-11-23,Hobart,11,328,22.3,11.2,11.1,0.0,5.8
2024-11-24,Hobart,11,329,17.5,8.2,9.3,0.2,3.9
2024-11-25,Hobart,11,330,22.4,10.7,11.7,0.0,5.2
2024-11-26,Hobart,11,331,16.0,4.4,11.6,0.0,5.2
2024-11-27,Hobart,11,332,15.3,3.6,11.7,0.0,4.5
2024-11-28,Hobart,11,333,18.1,7.9,10.2,0.0,4.2
2024-11-29,Hobart,11,334,24.1,12.2,11.9,0.0,4.4
2024-11-30,Hobart,11,335,21.5,10.7,10.8,0.7,5.4
2024-12-01,Hobart,12,336,22.5,10.7,11.8,0.0,4.7
2024-12-02,Hobart,12,337,16.4,5.6,10.8,0.0,5.0
2024-12-03,Hobart,12,338,25.1,14.1,11.0,0.0,5.9
2024-12-04,Hobart,12,339,20.5,9.2,11.3,0.0,5.4
2024-12-05,Hobart,12,340,26.8,18.4,8.4,0.0,5.1
2024-12-06,Hobart,12,341,23.1,14.1,9.0,0.0,5.4
2024-12-07,Hobart,12,342,24.3,12.4,11.9,0.0,5.7
2024-12-08,Hobart,12,343,25.9,19.1,6.8,0.0,5.9
2024-12-09,Hobart,12,344,27.1,21.0,6.1,0.0,4.4
2024-12-10,Hobart,12,345,17.7,6.1,11.6,0.0,4.5
2024-12-11,Hobart,12,346,22.6,15.6,7.0,0.7,5.2
2024-12-12,Hobart,12,347,19.9,8.1,11.8,0.9,5.5
2024-12-13,Hobart,12,348,21.9,13.5,8.4,0.0,5.5
2024-12-14,Hobart,12,349,18.9,12.4,6.5,1.4,5.6
2024-12-15,Hobart,12,350,22.9,14.8,8.1,0.0,5.4
2024-12-16,Hobart,12,351,19.2,11.3,7.9,0.0,4.0
